Date_Time,Shape,Duration,City,State,Latitude,Longitude,Comments
11/13/2012 22:00,Circle,hour,Mussel Shoals, AL,34.75491955,-87.64860661,"Round, flashing lights hovering in the same spot 2 nights in a row.  Located under Orion's Belt.  Seen 2 nights in a row.  Flashing red and white/blue light.  After 30 minutes I could see the object move a short distance and hover. Moving up and down and in circles.  Both nights there was what looked to be a shooting star directly underneath the object.  Both nights it showed up on the same spot and moved in the same direction.   ((NUFORC Note:  Possible sighting of Sirius.  PD))"
11/13/2012 21:30,Triangle,2 minutes,West point, GA,32.8789041,-85.16159516,"triangle shaped lights over KIA motors manufacturing Georgia  At 9:30 pm I was walking towards the building I work at, KIA motors manufacturing Georgia.  Above the building and off in the distance I saw a large object flying overhead.  All I could make out was seven lights forming a triangle.    The object was moving a little slower than the airplanes that I am accustomed to seeing.  The object moved in complete silence.  I followed the object through the sky until the parking lot lights made it impossible to see the object anymore.  The whole encounter lasted about one minute     After arriving in the building and discussing this with other employees I learned I was not the only one who saw something strange.  A co worker of mine said he saw what looked like two shooting stars chasing each other.   Another said he could here jets flying overhead but saw nothing."
11/13/2012 21:20,Triangle,5 minutes,Kingsport, TN,36.52437987,-82.52877813,A silent triangle with three white lights on each point with a pulsing red light in the middle moved E to W then slowly toward SW.  After returning from watching a movie we (my fianc&eacute; and myself) came home. I saw a triangle silently moving across the tree line above my house.  Three white lights on each corner were continuously lit up with a pulsing red light directly in the middle of the 3 white lights. I have an iphone video of the event but only star light shows with our voices captured in the back ground.  The object moved east to west then turn slowly toward the south west until I lost sight of it.  A few minutes later what looked like a medical helicopter flew in what looked like the opposite direction of where this silent triangle craft was moving.  The helicopter was visible and very loud unlike the triangle which was silent.
11/13/2012 20:40,Triangle,20 seconds,Enfield, CT,-72.5494444,41.975,"Vibrant yellow lights forming perfect triangle  Driving east, we saw 3 vibrant yellow lights forming a triangle.  We have lived  within close proximity to an airport for over 25+ years and are very familiar with planes ascending and descending regularly.   We know the color lights, the sounds and the approximate height of planes within our town.  My first initial reaction was-why are those 3 plane flying so closely together?  And then it was brought to my attention that they weren't planes &amp; that's when I noticed the color of the lights, the shape &amp; the distance.  The night was clear with no visible clouds.  Minimal stars were observed."
11/13/2012 20:30,Formation,few minutes,Columbus, OH,40.91947769,-84.05821648,"Three red lights in consistent formation, occasionally vanishing, and re-appearing.  Three glowing red objects in consistent formation.  Objects were slow moving, going in and out of a triangle formation, but light never flickered or flashed like a helicopter, or aircraft.    At first, one vanished while the other two remained.    Then the second vanished as well.    The third lingered for a few minutes afterwards, flying in a lateral movement, frequently stopping in place.    Visibility of the object went in and out for about a minute or so, and then the object finally disappeared.   ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))"
11/13/2012 19:55,Fireball,30 seconds,Katy, TX,29.78250667,-95.83217871,"Glowing fireball going through night sky  My wife and I were outside playing with the dogs when I noticed an orange ball of light ascending through the air from the North aky. I called attention to it because it looked as if a plane were on fire in the air but had none of the colored directional lights typically seen on aircraft at night.  The object moved relatively slowly to the South and the &quot;fire&quot; seemed to grow and then get smaller while flying through the air (just like a fire would in a fireplace).  We could not make out any kind of shape for the flying object, but there was definitely fire.  We heard no sound accompanying this craft. After about 30 seconds, the object seemed to disappear or just fly out of sight.  We are not crazy people and are not implying the existence of UFOs from other planets, etc.  I found this sight while trying to find out if there was a plane on fire in the area but after reading a few other similar accounts, felt like it made sense to share this sighting in hopes of an explanation."
11/13/2012 19:36,Fireball,5 seconds,Webster, MA,42.04869118,-71.87458607,"I was sitting in my computer room when I heard a very loud deep sizzling-like sound, I turned toward the window to see what looked like a fireball streaking and then suddenly popped, flashing almost blindingly bright. My wife saw bright flash and heard loud-popping explosion from toddlers nursery.   ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))"
11/13/2012 19:15,Rectangle,15 seconds,Portsmouth, NH,43.06194459,-70.77706635,"Large house sized object floating in mid-air near Portsmouth traffic circle.  Seen while driving on the highway in Portsmouth, near the traffic circle.  Craft/object was extremely large (house size) floating in mid-air.  Color could not be detected.  No sounds were made. While passing under the craft, GPS froze and the 2 year old child in the car woke up and started crying.  After a few seconds, object sped off in one direction (estimated 0-90 mph in 1-2 seconds)    Craft observed by a 40 year old woman and 17 year old daughter.   ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))"
11/13/2012 19:00,Circle,1-2 seconds,Sebastopol, CA,38.4013622,-122.8310059,"Circular fast-moving object appears in early evening sky in Northern California.  I was sitting on a bench in my apartment complex, looking at stars.  I looked up at the sky straight ahead of me and saw a round object approximately 20-30% of the size of the moon, moving very fast in what appeared to be a northward direction.  I heard no sound.  The most startling aspect was the speed which this object moved and that I had seen a similar, but larger object moving in a different direction yesterday."
11/13/2012 18:30,Oval,4 minutes,Lemon Grove, CA,32.73485885,-117.0361025,"large white light moving across the sky  We witnessed a large bright white light moving fast across the sky, then it disappeared into thin air."
11/13/2012 18:30,Sphere,5 minutes,Novinger, MO,40.23267619,-92.70568582,"small light low to ground in novinger mo  about 6:3 november 13 , 2012 i observed a strange light over the middle of novinger . i saw it from six hiway and thought it was a light on top of a new cell tower in town. i turned north on 149and went untll it was strait to the left of me. i turned left at 4th street. it was in front of me then. i turned right on swanson then left on davis .it was still in front of me. i turned right on novinger ave then left on missouri ave. it was moving north and crossed my path left to right about snyder ave,  and when i looked up again it crossed my path again. I  thought there must be two but never saw two at the same time.  i stopped the car and shut it off.i heard no noise. it continued north til it was out of sight. the light had a starburst design below and a very faint rounded structure above. light changed from yellowish to red"
11/13/2012 18:30,Sphere,10 minutes,Southington, CT,-72.8791667,41.605,"3 Orange orbs in the night sky.  While driving home on I-84 my wife and I saw 3 orange orbs in the sky.  The orbs ascended slowly into the sky over about a 10 minute period and then one by one they disappeared, as if someone shut them off with a switch.   No noise was present with the sighting.   ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))"
11/13/2012 18:00,Fireball,5 minutes,Lewistown, MT,47.07660691,-109.4713536,Orange glow object in Central Montana  Orange ball object would glow then would disappear several times in the same spot in the sky.  Then a trail of four or five lights appeared right in a row and then the object was far away enough that it was a dim glow.   ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))
11/13/2012 18:00,Unknown,1-3 minutes,Danville, IL,40.1349179,-87.6181415,"My Son reported to me that they saw something with a bluish light, zig zagging across the sky, they described it as a looking like a worm i was thinkimg like contrails or something, approximatley an hour later we heard numerous helicopters around our home"
11/13/2012 17:30,,2 hours,Longmont, CO,40.16941928,-105.1020196,"I saw 6-8 different orange lights  in the sky over Longmont and Boulder area, hold there position for extended period, then move slowly  I live up on a hill where I can see the lights of Longmont, I saw 3 orange lights holding there place, then as I and 2 other witnesses watched, they would flare up then I watched 2 move together, brighten up then move horizontally with the horizon apart from each other.  At times the lights would form loose triangles, then slowly move from side to side, going in and out of brightness.  I got some binoculars and looked at them.  They looked like bright orange lights.  I looked towards Boulder and saw 3 more, they held position for a while then started to move horizontally with the horizon.  I have been at this location for 7 years and am use to watching planes in the sky, and watch the sky quite often.  I have never seen anything like this before.  The lights were not too high from the horizon, 1000ft at the most.  There was a huge amount of air traffic also occurring during this time from the local small airport.  I went inside for a half hour then went back o! ut and they were still doing the same thing.  This all occurred over about 2 hours. I took a video with my phone, but it was very poor quality."
11/13/2012 17:10,Fireball,7-10 minutes,Orlando, FL,28.43101985,-81.29180596,"Orange balls gliding through the sky over Orlando  I was walking my dog on the evening of November 13, 2012 at approximately 6:10pm when I saw this orange ball in the sky and thought it looked odd.  I live near Orlando International Airport so I know what planes look like at night.  This was not a jet plane.  I stopped to watch it and then I saw several more orange balls gliding from the north looking as if they were following each other.  Then several more came so I ran inside for my camera.  I took some pictures but they don&#8217;t do what I saw justice.  It looked like someone was tossing these balls into the atmosphere because they just gliding by, not far from the tree tops, and made no noise.  They were beautiful and I stood there in amazement watching them.  I can&#8217;t explain what they are but I know what I saw.  They were following each other sometimes just one and sometimes in a group of three.  They followed each other out to the west.   I am a pet groomer in Orlando and am always out with my dogs.  I have never seen anything like this before and I watch the jets coming and going all the time."
11/13/2012 16:45,Oval,20 minutes,Winchester, VA,39.17218739,-78.17100877,"I was driving home from work yesterday and as I was going down Route 340 towards Berryville,VA.  I saw numerous oval shaped lights just hanging in the sky.  Then two of the lights began to plunge towards the earth leaving a trail behind them unlike anything I have ever seen.  The other lights just hung in mid air, not blinking or moving at all.  Then in a blink they were all just gone.  I did snap a few pictures that need to be zoomed in and cleaned up."
11/13/2012 16:16,Light,2 minutes,Buffalo, NY,42.9047241,-78.8524598,"i saw a bright light off in the sky, no airplains were around  i was walking from school to the bus stop at the amtrak bus station in downtown buffalo and off in the north eastern sky i saw a star like object, it looked like a light from a  plane with the light directly towards you, i kept walking a few more steps and decided to second guess what i saw and absolutely nothing was in sight in the sky, i kept on looking in the skies until the bus came and saw nothing"
11/13/2012 15:50,Formation,5 minutes,Concord, NH,43.24056035,-71.55935876,"Quick spiral flying south over Concord, NH  At Mckee Square in Concord facing east.  First saw a single light moving at a distance. Assumed at first was aircraft over airport area.  Object moved in a southernly direction.    After noticing object was going too fast for a light aircraft at that distance, and too low for a larger aircraft, noticed a spiral formation coming behind it also moving south.  Appeared to be a spiral moving upwards, heading south.  Highly visible due to heavy cloud backdrop.  Light seemed to be reflection of sunlight from partially clear sky in west.  I am an open minded person, I can argue both for a weather phenomena, or for some type of operated craft.  As I have never seen nor heard of a man made craft in this situation, nor observed such a weather based phenomena before, I decided to post."
11/13/2012 6:30,Cigar,5 minutes,Benbrook, TX,32.67050039,-97.46873392,Flying cigar shaped object with six lights over Benbrook by the lake;  We we traveling home from Benbrook to Granbury on 377.  There was a large object with six lights that were in a straight line and a light blue square in between the 3rd and fourth light.  It was going thru the sky very slow and it was traveling to low to be a large aircraft.  I was driving and my daughter saw it also.  She said it was not an airplane.  It did not make any noise.  I say cigar shape because of how the lights were in a straight line.  Could it have been a blimp?   Why would there be a blimp flying over Benbrook close to the entrance of LAKE?   ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))
11/13/2012 6:00,Circle,0:05,Orlando, FL,28.43101985,-81.29180596,"Fire like, dots shape similar to Texas state  Dots of bright orange light in sky forming a shape, still no moving try taking pictures but no success on that.  They disappear in like 5 minutes after they appear."
11/13/2012 6:00,Sphere,60-70 seconds,Florence, KY,38.98404953,-84.64687517,"Bright sphere heading west to east  I live in Northern Kentucky and on November 13 at 6:00 a.m. ET while in my back yard I witnessed a bright white orb overhead at the eleven o&#8217;clock position to my south heading west to east.  Altitude could not be determined but it appeared lower than most aircraft that do high flyovers but not as low as aircraft landing at the local airport.  I watched it through my 10x50 wide angle binoculars and could not see any flashing colored lights like commercial aircraft have.  The sighting lasted about 60-70 seconds and never deviated from it&#8217;s course.  This is the third time I&#8217;ve seen this in the last three years from my back yard. Always the same description, position, heading and speed. (On one other occasion, that my 9 year old daughter pointed out to me from our back yard, the object looked like a blueish-green light circulating counter clockwise, like it was in a circular flourescent bulb, at the same position, speed and heading as the three bright white orb sightings).  Afterwards I immediately checked the real-time ISS position but it was over Europe so it was not that, also it does not follow a direct straight west to east direction.  It had the brightness and was as large as Jupiter or Venus would appear but only moving much faster.  BTW Washington DC is directly east of me and many military bases are directly west of me, not that this has any known correlation."
11/13/2012 5:37,Egg,2-3 minutes,Birmingham, AL,33.54944719,-86.79825125,"metallic object rolling across morning sky  Walking to my car this morning, I looked up into the sky and looked at a pair of stars for a moment.    All of the sudden a spherical/oval - metallic object (almost looked like it had a line down the middle) was moving past the first star, almost as if it was &amp;quot;rolling&amp;quot;.  Object continued moving past second star and over my head.  All I could do was stand there with my jaw dropped.  Checked satellite trackers and the only one that came through the area thirty five minutes prior - lasting for a duration of 5 minutes.   ((NUFORC Note:  Witness elects to remain totally anonymous; provides little contact information.  PD))"
11/13/2012 2:30,Circle,18 seconds,Lake Arrowhead, CA,34.26198871,-117.182336,"moving, flying, orb-like,  It was a clear sunny afternoon Driving in lake arrowhead, my girlfriend and I pulled off to sit on these steps that overlooked the lake.  There was some interesting metal work I was curious about and when walking down the steps looked up and saw what appeared to be a floating ball bearing about a mile in elevation and 2-3 miles away, this orb like craft moved on an upward scale at a steady pace reflecting the sun and clouds above it very clearly,  when I turned to tell my girlfriend the craft was gone about a half second of looking away.   I scoured the sky for the better part of our time at the steps and saw no more signs of the craft.  I am a believer and this was no weather baloon..."
11/13/2012 2:00,Sphere,3-4 seconds,Porter Ranch, CA,36.07370666,-119.0306843,"Witnessed red sphere traveling low, silent at very high rate of speed across valley at 2:00 a.m.  Upon awakening at 2:15 a.m., I was looking out a window, North facing in my house.  I then witnessed what appeared to be a small, bright red sphere flying very low (approx 300-400')in a NW direction.  This object was NOT man-made.  It traveled silently in an extreme straight attitude and traveled in what I estimate 2-3 miles in about 4 seconds.  I live high on a hill.  The most remarkable thing about my sighting is speed and attitude of the object. Straight as can be; fast, silent."
11/13/2012 0:25,Triangle,45 minutes,Muncie/Yorktown, IN,40.20052023,-85.38847749,"A friend and I we're driving down a country road shortly after mid night when I noticed a very bright star or planet that almost just appeared.  It was Orange in color and was very bright, we were in awe of its size and brightness.  As we were looking and trying to determine what it was it started to move very slowly and take a triangle shape with twinkling lights on each point of the triangle, the lights were almost pulsating.  The craft kept moving in a very slow, linear path that looked like it was coming directly towards us.  It passed just to our right and was only 1,500-2,000 feet in the air, as it came closer we quickly determined it wasn't any airplane or helicopter because it made no sound.  When the craft passed us we noticed 3 more with identicle shapes appear, they were also moving slowly and had the same linear path just spaced further apart.  As we watched the other crafts as they moved closer we noticed one craft that was almost directly infront of us drop a small, light-like object to the ground.  My friend and I were already kinda freaked out about seeing these objects and became almost scared when we saw one drop something to the ground.  These crafts continued their straight, slow paths and when they passed they just sorta disappeared.  We drive for another 5-10 minutes before arriving at our destination, when we arrived we continued to look in the eastern sky where these crafts were coming from and ended up seeing three more that went right over our heads.  We got very good looks at the ones that went right over our heads, they were definitely large black triangles with lights on each point and a few lights in the middle and along the edges.  They were moving very slow and had no sound until they were just past us, then we heard a very light propulsion-like engine sound.  All of these objects basically just appeared and were all uniform in size, shape, and color, but their lights differed in slight color and patterns of the pulsations.  My friend and I are just a couple regular, football loving, family guys and neither one of us have ever seen anything that compares to what we saw this night.  After seeing these objects we tried to come up with logical explanations as to what these things were and we came up with nothing.  Neither of us are aviation experts, but due to the size, altitude, sound, and light configurations we were both very confident these objects were not planes or helicopters or weather ballons."
11/12/2012 22:30,Fireball,10 minutes,Lisbon, OH,40.77328102,-80.7684916,I saw it out my window  I looked out my window tonight expecting to see the object at 10:30pm and again I did it was there hovering above the tree line about one fourth of a mile away from my home.    It was red and had a blue flashing light it just hovered there and occasionally did some circles or went side to side as if signaling another craft.
11/12/2012 22:00,Light,30 minutes,Smithville, MO,39.40189041,-94.5830787,"3 hovering lights over small town  The 3 lights were hovering around radio antennas off the highway.  They would come together then split back apart.  One got closer to my house and looked more triangular and made absolutely no noise.  Another flew right over the town of Smithville about a quarter mile off the ground.  These lights didnt blink like planes, as well as they didn't make noise at all."
11/12/2012 20:40,Diamond,1 minute,Garison, MN,-93.8269216,46.2944038,"two abnormal planes, abnormal markings and totally silent at low height.  At a distance it looked like two commercial jet planes or military planes, one following the other closely.as they got closer it appeared they were very low, just above the tree level, maybe a hundred feet above the trees.  At this point we realized that there was something strange about them.the only lights they had were green. We were travelling north on hwy 61 at 60 mph.    I opened my drivers side window and looked right up at the first one just as out passed over the water of the lake.  There was no sound from the object  and I could see the shape of it by the glow of the marker lights.  It looked like a stealth jet, having rounded edges.both objects continued to fly south east over the lake and disappeared behind us.then it hit me that this was not just two planes!   ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))"
11/12/2012 20:00,Triangle,10-15 seconds,Fort Collins, CO,40.5693246,-105.086709,"A &amp;quot;V&amp;quot; formation of 5 faint solid lights flies over Fort Collins heading west.  A triangle of five lights in &#8220;V&#8221; formation flew directly over Fort Collins, moving from east to west across the sky, around 8:00pm on November 12th, 2012.  The five lights were in a &#8220;V&#8221; formation of faint white light that were glowing solid as it moved across the night sky.    No sound could be heard coming from this object and the lights were not flashing as seen on any other identifiable aircraft in the air at night.    It moved quickly at a constant speed flying from the east, heading west.  I tracked it for about 10-15 seconds before I lost it beyond the haze in the western sky."
11/12/2012 20:00,Circle,,Folsom, LA,30.63172331,-90.19503146,"Gold/yellowish light stops by what might be ufo then I see a circular object fly by with green and red lights  Around 8 pm we walked outside to see something far off in the distance.  When I grabbed the binoculars I seen something that was blinking green...red...orange...then repeats.  I don't know what that was but then 5 mins later a gold, yellowish ball shot out randomly from the sky and went next to what we thought was a UFO blinking green red and orange...it sat next to it for about 5 seconds then started coming over towards my house.   When it came over my house I looked through the binoculars...I saw a circular object!   A green light on the front, a red light on the back and one green light on both sides of the object...then we ran to the front to see and it was too far away.  I got a picture but its too small.  My dad and sister thought it was a plane...but before that happened two planes flew over us and I know what a plane looks like.  This was a ball of a bold gold/yellowish light and it was pretty big...  And a plane doesn't stop in the air...it happen to stop rig! ht by what we thought was already a UFO...then when it took off the gold/yellow light was turned off and green and red lights were seen then.  And I don't know if those planes I saw were after the object because they were going the opposite direction but the planes came around 2 minutes before the ball of light"
11/12/2012 19:26,Changing,2 minutes,Lancaster, PA,40.04380243,-76.30617439,A craft that seemed to be covered in red and orange flames flew across the sky.  This is the second time we witnessed what appeared to be an aircraft on fire flying across the sky.  The craft moved quicker tonight and we were able to discern a silver disc shape after the &amp;quot;flames&amp;quot; went out.  The path was almost identical to the last sighting.  There was no sound and the sky was relatively clear.
11/12/2012 18:55,Light,1 minute,Cotulla (south of), TX,28.43837538,-99.23837897,"Star like object with osculating flight path heading N NE South Texa's  This is the second time I have seen a blue light which appears to be at a high elevation no flashing light last appearance was 6/11/12&#8230;  The object appears to look just like a medium magnitude blue star..  I work in the oil field and smoke behind my sleeping quarters and scan the sky.  I first observed the object at about 90 degrees to the horizon, so pretty much straight above my head.. the object generally flew north and then north east..  What is particularly odd about the object is that its flight path is not a straight line the is a wobble to the path back and forth.. think of a rope stretched tight and you flick one end.. the flight path reassembles the osculation of the rope, this can not be a conventional plane .. there is no flashing light just blue to bluish white&#8230; looks just like a moving star..  not much wind at ground level.. the object appears to be very high in the sky&#8230;"
11/12/2012 18:50,Triangle,20 seconds,Clayton, NC,35.65034523,-78.45972392,"BLACK TRIANGLE  I WAS DRIVING HOME FROM WORK LAST NIGHT [11/12/20120]HEADING DOWN HWY 40 SOUTH OF RALEIGH N.C. CLOSE TO THE EXIT FOR HWY 70 AND SAW A TRIANGLE CRAFT WITH 3 LARGE WHITE LIGHTS IN THE CORNERS.  THE CRAFT WAS LOW AND MOVING SLOW. IT WAS GOING FORWARD BY THE LARGE FLAT SIDE AND NOT ONE OF THE POINTS, I THOUGHT THIS WAS ODD. IT WAS AN OMG MOMENT AND I DID NOT GET A PICTURE AS I COULD HARDLY TAKE MY EYES OFF OF IT UNTIL IT DISSAPPEARED OVER THE TREE LINE. IT DID NOT MAKE ANY NOISE THAT I COULD HEAR AND SHOULD HAVE FALLEN FROM THE SKY AT THAT SPEED."
11/12/2012 18:30,Circle,1 hour+,Lynchburg, VA,37.40942681,-79.19386946,Lynchburg orb seen on Simons run and memorial by witnesses  Faint yellow orb solid in color slowly moving west. It slowly zigzagged in large patterns across the sky.   ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))
11/12/2012 18:30,Circle,ongoing,Chantilly, VA,38.88281253,-77.41042256,"There are four bright circles moving around in a circle, then converging together in the middle."
11/12/2012 12:15,Triangle,2 seconds,Raymore, MO,38.80048887,-94.46006654,"3 lights in triangle shape moving very fast from north to south.  Was outside stargazing and watching for shooting stars.  Saw 3 steady lights about the same brightness of average visible stars in a triangle shape and about the width of Orion's belt in the sky moving very fast from north to south.  I noticed it as it past near Betelgeuse and followed it without blinking as it head south and then out of sight.  It didn't appear to move toward the horizon, just simply away.  As it moved it passed in front of some stars.  It didn't block them out but they were not clearly visible either.  Instead the star light seemed disrupted as it passed over them, like looking through moving water.  The thought occurred to me afterward that it looked like the cloaked effect used in sci-fi movies.  It was dead quiet outside and there was no sound.  Waited to hear a delayed jet sound but there was nothing.  I'm not ruling out meteors but this was like nothing I have ever seen.  They never seemed to change in brightness, no trails, and they didn't ever seem to fizzle out.  I watched for a long time after but never saw it again."
11/12/2012 6:30,Circle,1-2 seconds,Sebastopol, CA,38.4013622,-122.8310059,"Fast moving large circular object appears in early evening sky in Northern California.  I was sitting on the patio of the community building in my apartment complex, looking at stars and a few airplanes descend or ascend.  This is approximately 50 miles north of the San Francisco airport.  I looked at the sky straight ahead of me and saw a round object approximately half to one-third the size of the moon, moving very fast in what appeared to be a westward direction.  It disappeared behind trees, which there are a fair amount in this area.  I heard no sound.  The most startling aspect was the speed with which this object moved."
11/12/2012 4:58,Triangle,8 minutes,Platte City, MO,39.36195972,-94.77275039,"Triangle shape object observed, no sound or lights  Okay so I obviously have never thought I would be making this kind of report.  I live approx 3 mi NW of Kansas City International Airport and was woke up (4:50) by our dog to go out as usual.  As I am standing there I saw something out of the left corner of my viewing area. I thought it was a very thin cloud floating or maybe remnants of a contrail.  I did a double take and sure enough I could clearly see its shape... It was a wing like shape similar to the B2 but had a metallic skin.  I observed the slowly moving object for about 8 minutes heading on a North Westerly heading then it went due North with no change in speed unitl I lost sight.  This object wasn't the typical fire, lights or aliens in my window sighting that you see on TV. Instead this had no lights or sound but was completely illuminated by the lights from the airport and the bright stars - clear as day! I then ran inside to inform my girlfriend of what I saw and made a drawing of the object.  I am not a licensed pilot but have been flying for over 20 years and never finished my exam and have extensive knowledge of any aircraft both military and commercial. I wish to remain anonymous but felt like I should make this report...   ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))"
11/12/2012 1:00,Circle,~10 seconds,Shawnee, KS,39.02182543,-94.7981625,"3 circles flying close together, motionless, and without a sound!  It was 1am and I was letting the dogs out.  I was admiring the clear sky and the bright stars when I saw 3 circles moving together in a straight line.  I saw it less than 10 seconds... But enough to scare me.  It wasn't birds... No flapping or fluttering.  Not a plane or helicopter... Moved across the sky too quickly and didn't even make a sound.  The flight was direct... Didn't steer off path.  Was from northeast heading southwest.  I hope someone else described this thing!"
11/11/2012 23:50,Cross,4-5 minutes,Washington Township, MI,43.46157756,-84.00360955,"A loud, quickly moving, cross-shapped aircraft emitting an extremely bright light  witness by myself along with my brothers and father  At about 11:50 pm, Eastern Time, on November 11th, 2012, my younger brothers noticed a bright orange light in the sky.  The light seemed to be about 500 feet away from our house, located behind my neighbor&#8217;s house.  They both immediately called my father and me. My dad was on the phone so I went to go look at the light from my brother&#8217;s bedroom window.  The light seemed to be stationary at first; however it slowly started moving to the north.  We called my father and he watched it with us for roughly two to three minutes.  The light again started moving a little further north for another minute.  Then it began to rise rather quickly. It seemed to be about 60 to 80 feet in the air.  Then it seemed that the light started to get bigger; however it began moving to the west, towards us.  It traveled extremely fast, crossing about 500 feet in a matter of 10 seconds.  As it traveled it produced an extremely loud humming sound.  As it approached our location the bright light seemed to die out! . It crossed in between mine and my neighbor&#8217;s house, so to get a better look I ran to the other bedroom down the hallway.  Once I got to the window I looked and seen that it was some sort of aircraft.  The aircraft seemed to be like a cross, with a triangular front.  It seemed to be about 30 feet long, and 15 feet wide.  The sides of the aircraft seemed to be very straight with a point at the end.  It had two antenna-like lights coming off the front end of it and another antenna-like light at the tail end of it.  The antennas were about 7 feet long with a diamond shape light at the end and the lights all a very bright red. At the front of the aircraft, there seemed to be some sort of headlights.  They were dim, but I was still able to notice them quite easily.  There were no lights on the sides of the craft. As the aircraft passed, the bright light it emitted turned on again.  It seemed to be almost like some sort of searchlight and was located behind the headlights.  As the aircraf! t kept traveling west, it just vanished. Almost like a quick f! ade out.  I do understand that it is a possibility that it could have been airplane of some sort, however there are a few airports only several miles away from where I live so I see many planes flying by all the time and never experienced any behaving in this fashion with such a bright light or moving with so much noise.   UPDATE: at 12:35 am ET, I heard the loud humming noise once again except I wasn&#8217;t able to locate the aircraft or where the sound was coming from. The noise lasted for about 35 seconds and seemed to be moving from north to south.   My brother took several photos of the aircraft and a video; however, it&#8217;s a small dot in the pictures and video. Although, you can see how bright the light is compared to the light my neighbor has on the side of his house.    P.S., the gentleman who answered the phone when I called was extremely rude."
11/11/2012 23:30,Cigar,20 seconds,Blue Springs, MO,39.02559598,-94.2721015,"Black floating, silent object floating lower than 300 feet not terribly high above the trees, 11:30 pm, could see the outline, but no lights on it.  It was moving NNW and appeared to be in between RD Mize and HWY 7 in blue springs.  Saw it out my window, then ran around out on the porch to see if maybe it was just a blackhawk helicopter and it was silent, very large, and low for a jet, if it was it would be comparable to a Jumbo Jet in size.  Shape was vague but cigarish, possibly domed or thicker in the middle."
11/11/2012 22:50,Chevron,20 seconds,Westminster, CA,33.75020541,-118.0026392,"2 grey with black chevron shaped crafts racing over Westminster, ca  I was in my backyard using a star app on my phone.  As I was looking up I saw 2 grey with black chevron shaped crafts flying right next to each other at one point 1 wing overlapped other crafts wing.   They were going really fast flying in a straight line south never changing direction.  They seemed to be racing.  There was no sound of there engines.  I could hear a nearby helicopter but nothing from these 2.  I have never seen anything like it.  The only thing that I can come up with is two stealth bombers flying together."
11/11/2012 22:30,Unknown,20 seconds,Winter Haven, FL,28.04690145,-81.73553122,Orange orb traveling over house low and caused my whole house to shake
11/11/2012 22:30,Unknown,unknown,Mancos, CO,37.34482018,-108.292772,Unidentified tracks near 5 households appear overnight  On the night of Sunday the 11th my neighbor noticed strange tracks in her driveway.  The following day she called me to know if I had seen anything strange. In my driveway I found a multitude of single line tracks in the gravel of my yard some of which came right up to my house.  We checked with our other neighbors and found that in total 5 households within a 1/2 mile had been &amp;quot;visited&amp;quot; by the same single tracked entity.  I called to find out if someone had surveyed our area recently but there are no human foot prints associated with the straight line tracks we have observed  (Some of these are in soft dirt and snow and there are no associated prints or tread marks within the tracks) which resemble a heavy ball rolling up and down hill.  These tracks are very smooth and some enter very small areas ( between fence posts and under downspouts) and move with precision.  We have pictures and maps of all the tracks we could find.
11/11/2012 22:04,Triangle,ongoing,Fairless Hills, PA,40.17959604,-74.8505219,3-8 objects.  Each object appeared to have a number of intermittently blinking lights spanning the object.  We observed one or two objects progress across the sky at a low level.  Others moved at a distance.   The objects were at an altitude that would have produced audible sound if from an aircraft.  We didn't hear noise. One appeared to move toward us-close enough that we decided to come inside the house.   ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))
11/11/2012 22:00,Circle,10 minutes,Galloway, NJ,-74.4755556,39.4883333,"Bright white, looks like 2 stars very close together yet jumping not flying in any direction  Saw this when I let my dogs out  to backyard. Looked like 2 very bright stars together.  As I watched , it started to move--jumping silently - no sound.  I live near the FAA center in pomona,NJ.  I went out to the front yard away from trees and it was still there just jumping  side to side- bright white.  A small plane flew towards it.  Went back to back door, let dogs in -- it was still there.    Don't want to call police they will think Iam crazy ."
11/11/2012 21:52,Circle,2 minutes,Lisbon, OH,40.77328102,-80.7684916,I saw it out my window  I looked out my window again and saw the red craft cross the sky slowly as it blinked with a blue light.
11/11/2012 21:00,Unknown,1 hour,Warm Springs, NV,39.68731651,-119.9675119,"pulsating orange lights by area 51  saw your report on rense-i drive out to our refinery about 5 times a week past (road to area 51) tonopah, nv.  at night past base camp, on to mile post 106 on hiway 6-i see these orange pulsating stuff out there like your reporting-  i see it all the time sometimes they &quot;fly&quot;  right in front of me, kind of showing off-  it is very quiet out there-  very few cars.  i now have my sony camera with me because the dash cam did not show them very well.  will e mail you if i get some good photos"
